text,label
코발맥 복용 법에 대해 알고 싶어.,5
코발맥 복용 법이 뭐야?,5
지베즈 복용 법에 대해 설명해줘.,5
지베즈 복용 법이 어떻게 돼?,5
지베즈 복용 법이 궁금해.,5
아탄트 어떻게 먹는 건지 알려줘.,5
아탄트 어떻게 먹는지에 대해 알고 싶어.,5
아탄트 어떻게 먹는거야?,5
트로멜 어떻게 먹는건지 설명해줘.,5
트로멜 어떻게 먹는건지 궁금해.,5
트로멜 어떻게 먹어야 하는지 알려줘.,5
아탄트 어떻게 복용하는 건지 알려줘.,5
아탄트 어떻게 복용하는지 대해 알고 싶어.,5
아탄트 어떻게 복용하는거야?,5
트로멜 어떻게 복용해야 하는지 설명해줘.,5
트로멜 어떻게 복용해야 하는지 궁금해.,5
트로멜 어떻게 복용해야야 하는지 알려줘.,5
아탄트 어떻게 사용하는 건지 알려줘.,5
아탄트 어떻게 사용하는지 대해 알고 싶어.,5
아탄트 어떻게 사용하는거야?,5
트로멜 어떻게 사용해야 하는지 설명해줘.,5
트로멜 어떻게 사용해야 하는지 궁금해.,5
트로멜 어떻게 사용해야야 하는지 알려줘.,5
트로멜 얼만큼 복용해야 하는지 설명해줘.,5
트로멜 얼만큼 복용해야 하는지 궁금해.,5
트로멜 얼만큼 복용해야야 하는지 알려줘.,5
아탄트 얼만큼 사용하는 건지 알려줘.,5
아탄트 얼만큼 사용하는지 대해 알고 싶어.,5
아탄트 얼만큼 사용하는거야?,5
트로멜 얼만큼 사용해야 하는지 설명해줘.,5
트로멜 얼만큼 사용해야 하는지 궁금해.,5
트로멜 어떻게 사용해야야 하는지 알려줘.,5
테네글로의사용방법 알려줘.,5
테네글로의 사용방법에 대해 알고 싶어.,5
테네글로의 사용방법이 뭐야?,5
메이놀의 사용방법에 대해 설명해줘.,5
메이놀의 사용방법이 어떻게 돼?,5
메이놀의 사용방법이 궁금해.,5
원펜의 사용 방법에 대해서 알려줘.,5
원펜의 사용 방법에 대해 알고 싶어.,5
원펜의 사용 방법이 뭐야?,5
벨라비엠의 사용 방법에 대해 설명해줘.,5
벨라비엠의 사용 방법이 어떻게 돼?,5
벨라비엠의 복용 방법이 궁금해. ,5
코발맥의 복용 법에 대해서 알려줘.,5
코발맥의 복용 법에 대해 알고 싶어.,5
코발맥의 복용 법이 뭐야?,5
지베즈의 복용 법에 대해 설명해줘.,5
지베즈의 복용 법이 어떻게 돼?,5
지베즈의 복용 법이 궁금해.,5
아탄트를 어떻게 복용하는거야?,5
페낙손의 복용법에 대해 알려줘.,5
페낙손의 복용법이 뭐야?,5
페낙손의 복용법에 대해 알려줘.,5
누보로젯의 복용법이 어떻게 돼?,5
누보로젯의 복용법이 궁금해.,5
누보로젯의 복용 방법에 대해서 알려줘.,5
오뉴렉의 복용 방법에 대해 알려줘.,5
오뉴렉의 복용 방법을 알려줘?,5
오뉴렉의 복용 방법에 대해 알려줘.,5
뉴셀디의 복용 방법을 알려줘?,5
뉴셀디의 복용 법에 대해서 알려줘.,5
알프람의 복용 법에 대해 알려줘.,5
알프람의 복용 법이 뭐야?,5
알프람의 복용 법에 대해 설명해줘.,5
콘디에스의 복용 법이 어떻게 돼?,5
콘디에스의 복용 법이 궁금해.,5
콘디에스을 어떻게 먹는 건지 알려줘.,5
콘디에스을 어떻게 먹는지에 대해 알고 싶어.,5
포펜을 어떻게 먹는거야?,5
포펜을 어떻게 먹는건지 설명해줘.,5
포펜을 어떻게 먹는건지 궁금해.,5
아나파치을 어떻게 먹어야 하는지 알려줘.,5
아나파치을 먹는 방법에 대해서 알려줘.,5
아나파치을 먹는 방법에 대해 알고 싶어.,5
톨비스를 먹는 방법이 뭐야?,5
톨비스의 먹는 방법에 대해 설명해줘.,5
톨비스을 먹는 방법이 어떻게 돼?,5
입랜스을 먹는 방법이 궁금해.,5
입랜스을 몇 알 먹어야 하는지 알려줘.,5
입랜스를 몇 알 먹는건지에 대해 알고 싶어.,5
크레넷을 몇 알 먹어야 해?,5
크레넷을 몇 알 먹어야 하는지 설명해줘.,5
크레넷을 몇 알 먹는것인지 궁금해.,5
테네글로 복용법을 알려줘.,5
테네글로 복용법에 대해 알고 싶어.,5
테네글로 복용법이 뭐야?,5
메이놀 복용법에 대해 설명해줘.,5
메이놀 복용법이 어떻게 돼?,5
메이놀 복용법이 궁금해.,5
원펜 복용 방법에 대해서 알려줘.,5
원펜 복용 방법에 대해 알려줘.,5
원펜 복용 방법이 뭐야?,5
벨라비엠 복용 방법에 대해 설명해줘.,5
벨라비엠 복용 방법이 어떻게 되는지 알려줘,5
벨라비엠 복용 방법이 궁금해. ,5
코발맥 복용 법에 대해서 알려줘.,5
코발맥 복용 법에 대해 알려줘.,5
코발맥 복용 법이 뭐야?,5
지베즈 복용 법에 대해 설명해줘.,5
지베즈 복용 법이 어떻게 되는지 알려줘.,5
지베즈 복용 법이 궁금해.,5
아탄트 어떻게 먹는 건지 알려줘.,5
아탄트 어떻게 먹는지에 대해 알고 싶어.,5
아탄트 어떻게 먹는거야?,5
트로멜 어떻게 먹는건지 알려줘.,5
트로멜 어떻게 먹는건지 궁금해.,5
트로멜 어떻게 먹어야 하는지 알려줘.,5
자렐리반 먹는 방법에 대해서 알려줘.,5
자릴레반 먹는 방법에 대해 알고 싶어.,5
자렐리반 먹는 방법이 뭐야?,5
플랜에이 먹는 방법에 대해 설명해줘.,5
플랜에이 먹는 방법이 어떻게 돼?,5
플렌에이 먹는 방법이 궁금해.,5
야미즈 몇 알 먹어야 하는지 알려줘.,5
야미즈 몇 알 먹는건지에 대해 알고 싶어.,5
에스리시 몇 알 먹어야 해?,5
에스리시 몇 알 먹어야 하는지 설명해줘.,5
타이레놀 몇 알 먹어야 하는지 설명해줘.,5
이모이 몇 알 먹는것인지 궁금해.,5
타이레놀 몇 알 먹는것인지 궁금해.,5
테네글로 사용방법 알려줘.,5
테네글로 사용방법에 대해 알고 싶어.,5
테네글로 사용방법이 뭐야?,5
메이놀 사용방법에 대해 설명해줘.,5
메이놀 사용방법이 어떻게 돼?,5
메이놀 사용방법이 궁금해.,5
원펜 사용 방법에 대해서 알려줘.,5
원펜 사용 방법에 대해 알고 싶어.,5
원펜 사용 방법이 뭐야?,5
벨라비엠 사용 방법에 대해 설명해줘.,5
벨라비엠 사용 방법이 어떻게 돼?,5
벨라비엠 복용 방법이 궁금해. ,5
코발맥 복용 법에 대해서 알려줘.,5
코발맥 복용 법에 대해 알고 싶어.,5
코발맥 복용 법이 뭐야?,5
지베즈 복용 법에 대해 설명해줘.,5
지베즈 복용 법이 어떻게 돼?,5
지베즈 복용 법이 궁금해.,5
아탄트 어떻게 먹는 건지 알려줘.,5
아탄트 어떻게 먹는지에 대해 알고 싶어.,5
아탄트 어떻게 먹는거야?,5
트로멜 어떻게 먹는건지 설명해줘.,5
트로멜 어떻게 먹는건지 궁금해.,5
트로멜 어떻게 먹어야 하는지 알려줘.,5
아탄트 어떻게 복용하는 건지 알려줘.,5
아탄트 어떻게 복용하는지 대해 알고 싶어.,5
아탄트 어떻게 복용하는거야?,5
트로멜 어떻게 복용해야 하는지 설명해줘.,5
트로멜 어떻게 복용해야 하는지 궁금해.,5
트로멜 어떻게 복용해야야 하는지 알려줘.,5
아탄트 어떻게 사용하는 건지 알려줘.,5
아탄트 어떻게 사용하는지 대해 알고 싶어.,5
트로멜 어떻게 복용하는거야,5
트로멜 어떻게 복용하는거야.,5
트로멜 어떻게 복용하는거야.,5
아탄트 어떻게 사용하는거야,5
아탄트 어떻게 사용하는거야,5
아탄트 어떻게 사용하는거야?,5
테네글로의사용방법 알려줘.,5
테네글로의 사용방법에 대해 알고 싶어.,5
테네글로의 사용방법이 뭐야?,5
메이놀의 사용방법에 대해 설명해줘.,5
메이놀의 사용방법이 어떻게 돼?,5
메이놀의 사용방법이 궁금해.,5
원펜의 사용 방법에 대해서 알려줘.,5
원펜의 사용 방법에 대해 알고 싶어.,5
원펜의 사용 방법이 뭐야?,5
벨라비엠의 사용 방법에 대해 설명해줘.,5
벨라비엠의 사용 방법이 어떻게 돼?,5
벨라비엠의 복용 방법이 궁금해. ,5
코발맥의 복용 법에 대해서 알려줘.,5
코발맥의 복용 법에 대해 알고 싶어.,5
코발맥의 복용 법이 뭐야?,5
지베즈의 복용 법에 대해 설명해줘.,5
지베즈의 복용 법이 어떻게 돼?,5
지베즈의 복용 법이 궁금해.,5
아탄트 얼만큼 먹는 건지 알려줘.,5
아탄트 얼만큼 먹는지에 대해 알고 싶어.,5
아탄트 얼만큼 먹는거야?,5
트로멜 얼만큼 먹는건지 설명해줘.,5
트로멜 얼만큼 먹는건지 궁금해.,5
트로멜 얼만큼 먹어야 하는지 알려줘.,5
아탄트 얼마만큼 먹는 건지 알려줘.,5
아탄트 얼마만큼 먹는지에 대해 알고 싶어.,5
아탄트 얼마만큼 먹는거야?,5
트로멜 얼마만큼 먹는건지 설명해줘.,5
트로멜 얼마만큼 먹는건지 궁금해.,5
트로멜 얼마만큼 먹어야 하는지 알려줘.,5
트로멜 얼마만큼 먹는거야?,5
트로멜 얼마만큼 먹는거야.,5
트로멜 얼마만큼 먹는거야.,5
